seq,id,probability,1-probability,prediction,label
0,336078,0.019862148361071422,0.9801378516389285,0,0
0,147507,0.06369098777792116,0.9363090122220789,0,0
0,256734,0.999603064262846,0.0003969357371540472,1,1
0,295226,0.08051942418363486,0.9194805758163651,0,0
0,196923,0.05184319600687118,0.9481568039931288,0,0
0,295230,0.01656735082634919,0.9834326491736508,0,0
0,327999,0.05078947744433259,0.9492105225556674,0,0
0,33088,0.9720499175403907,0.027950082459609282,1,1
0,196929,0.02704790062950487,0.9729520993704951,0,0
0,196930,0.005513492498688744,0.9944865075013113,0,0
0,65861,0.006899297210523049,0.9931007027894769,0,0
0,262470,0.2921162301495269,0.7078837698504731,0,0
0,316812,0.10810836682817375,0.8918916331718263,0,0
0,328012,0.5080677672677159,0.49193223273228415,0,0
0,131405,0.04550400442434964,0.9544959955756503,0,0
0,295257,0.023304338815929602,0.9766956611840704,0,0
0,229723,0.0774699254147282,0.9225300745852718,0,0
0,296873,0.03395215753112784,0.9660478424688722,0,0
0,131422,0.0015895415920875221,0.9984104584079124,0,0
0,131423,0.23401718729238646,0.7659828127076136,0,0
0,196961,0.10018543129108393,0.8998145687089161,0,0
0,65890,0.03608035755685323,0.9639196424431468,0,0
0,328038,0.783228320834892,0.21677167916510798,0,1
0,152977,0.12083220413606882,0.8791677958639312,0,0
0,312075,0.06140819804516827,0.9385918019548317,0,0
0,65897,0.03637610982687813,0.9636238901731219,0,0
0,262506,0.26249827229514683,0.7375017277048532,0,0
0,295276,0.03475805532517826,0.9652419446748217,0,0
0,243334,0.9609059884243256,0.03909401157567438,1,0
0,300932,0.0514086467466512,0.9485913532533488,0,0
0,148406,0.005875136671260967,0.9941248633287391,0,0
0,262520,0.022539674737829897,0.9774603252621701,0,0
0,380,0.04066540187778509,0.9593345981222149,0,0
0,295299,0.00048319849477525137,0.9995168015052247,0,0
0,131460,0.02633320961430281,0.9736667903856971,0,0
0,33157,0.012887294728994797,0.9871127052710053,0,0
0,262536,0.0763487244702872,0.9236512755297128,0,0
0,273132,0.34647051948757335,0.6535294805124267,0,0
0,136599,0.9999029376594466,9.70623405533999e-05,1,1
0,131471,0.09710783958250403,0.902892160417496,0,0
0,229778,0.9789335076817456,0.021066492318254415,1,1
0,405,0.030145690349427285,0.9698543096505727,0,0
0,197014,0.060601647168641,0.939398352831359,0,0
0,229786,0.0031450910446259132,0.9968549089553741,0,0
0,146225,0.008447976438831611,0.9915520235611683,0,0
0,197023,0.47376604622883345,0.5262339537711666,0,0
0,262566,0.9672095083641326,0.03279049163586745,1,1
0,256754,0.004820471336282397,0.9951795286637176,0,0
0,295343,0.005788018311300275,0.9942119816886997,0,0
0,197040,0.22032381484129546,0.7796761851587045,0,0
0,197041,0.16191288506815957,0.8380871149318404,0,0
0,295348,0.03420522766784603,0.9657947723321539,0,0
0,295351,0.010217361655192818,0.9897826383448072,0,0
0,295352,0.08243793049155086,0.9175620695084491,0,0
0,322292,0.0636912680311824,0.9363087319688176,0,0
0,251295,0.043349496219244166,0.9566505037807558,0,0
0,197058,0.1200155335912134,0.8799844664087866,0,0
0,33219,0.025615332450308986,0.974384667549691,0,0
0,98758,0.007110450850018252,0.9928895491499817,0,0
0,164296,0.9996139672546202,0.00038603274537984955,1,1
0,295369,0.213345053542064,0.786654946457936,0,0
0,295370,0.13908652515191525,0.8609134748480848,0,0
0,262603,0.05478967263789163,0.9452103273621084,0,0
0,98766,0.6115389904478845,0.3884610095521155,0,0
0,114765,0.006134977843918572,0.9938650221560814,0,0
0,164305,0.24578066922285968,0.7542193307771403,0,0
0,66005,0.34590213973889755,0.6540978602611025,0,0
0,33238,0.9993468605432972,0.000653139456702756,1,1
0,98775,0.02255551578306406,0.977444484216936,0,0
0,146227,0.9993105563912678,0.0006894436087322431,1,0
0,98781,0.12570481191364977,0.8742951880863502,0,0
0,294992,0.018299688943228268,0.9817003110567717,0,0
0,98787,0.10492824597701073,0.8950717540229893,0,0
0,103846,0.3995858308040201,0.6004141691959799,0,0
0,262225,0.2135219024587673,0.7864780975412327,0,0
0,98794,0.3844401243520629,0.6155598756479371,0,0
0,262635,0.5783844058118893,0.4216155941881107,0,0
0,207613,0.004090573984411612,0.9959094260155884,0,0
0,229874,0.0045000953816137475,0.9954999046183862,0,0
0,295411,0.045915376192334274,0.9540846238076657,0,0
0,98804,0.004774106611655295,0.9952258933883447,0,0
0,273150,0.031206267780200303,0.9687937322197997,0,0
0,333225,0.2003461030992827,0.7996538969007173,0,0
0,295417,0.9977930179327151,0.0022069820672848683,1,1
0,295418,0.9995678689890077,0.0004321310109922649,1,1
0,131579,0.02618819088703663,0.9738118091129634,0,0
0,131580,0.34855951045549527,0.6514404895445047,0,0
0,229887,0.0074200946378758575,0.9925799053621241,0,0
0,262656,0.07500279104195451,0.9249972089580455,0,0
0,98817,0.8231148447010531,0.17688515529894688,1,1
0,262660,0.8579654062748899,0.14203459372511007,1,1
0,295430,0.5212840068385007,0.47871599316149926,0,1
0,43777,0.01738165342450217,0.9826183465754978,0,0
0,197129,0.036404082887685714,0.9635959171123143,0,0
0,262669,0.8515744502991952,0.1484255497008048,1,0
0,197135,0.9935442390659399,0.006455760934060084,1,1
0,197136,0.2668823896827872,0.7331176103172128,0,0
0,197137,0.44129983204174844,0.5587001679582515,0,0
0,197138,0.9996115667519596,0.00038843324804038737,1,1
0,316847,0.1806442802463527,0.8193557197536473,0,1
0,262684,0.023587990690090554,0.9764120093099095,0,0
0,262687,0.02606296672702274,0.9739370332729773,0,0
0,209515,0.11437958220460435,0.8856204177953957,0,0
0,328228,0.02118733808210504,0.978812661917895,0,0
0,153009,0.07275858722409878,0.9272414127759012,0,0
0,295464,0.10958893613164217,0.8904110638683578,0,0
0,33321,0.11617177075350095,0.8838282292464991,0,0
0,131626,0.0006778353286910393,0.999322164671309,0,0
0,164397,0.0029915245535860136,0.997008475446414,0,0
0,262702,0.0014804333982908317,0.9985195666017092,0,0
0,33328,0.024195768513718477,0.9758042314862815,0,0
0,98865,0.06768658652575536,0.9323134134742447,0,0
0,234931,0.10674111162570245,0.8932588883742976,0,0
0,98868,0.06158914719955503,0.938410852800445,0,0
0,565,0.020178433713434595,0.9798215662865654,0,0
0,337178,0.23047429422304996,0.76952570577695,0,0
0,164411,0.011402809216670336,0.9885971907833296,0,0
0,33340,0.01952795283677956,0.9804720471632205,0,0
0,328255,0.005567830216878165,0.9944321697831219,0,0
0,207627,0.020231678429518327,0.9797683215704817,0,0
0,197189,0.2501154219135341,0.7498845780864659,0,0
0,197190,0.008897809862525268,0.9911021901374747,0,0
0,131655,0.3794877767041766,0.6205122232958233,0,0
0,262733,0.00046356369548931225,0.9995364363045107,0,0
0,262735,0.009501367585048414,0.9904986324149516,0,0
0,66132,0.009508706634133493,0.9904912933658665,0,0
0,98906,0.03094481328886093,0.9690551867111391,0,1
0,164444,0.025290340395098268,0.9747096596049017,0,0
0,131681,0.3890840109393245,0.6109159890606755,0,0
0,295523,0.5694958710043491,0.43050412899565094,0,0
0,149505,0.9999423675540104,5.763244598955275e-05,1,1
0,98917,0.01350635802960874,0.9864936419703912,0,0
0,262758,0.14389131208575956,0.8561086879142404,0,0
0,262760,0.18576546907431055,0.8142345309256894,0,0
0,5564,0.029415401071527496,0.9705845989284725,0,0
0,197228,0.23833471850057902,0.7616652814994209,0,0
0,164464,0.043494149002317094,0.9565058509976829,0,0
0,197233,0.12294650457210454,0.8770534954278955,0,0
0,626,0.9998115255164518,0.00018847448354819551,1,1
0,627,0.4005816439364464,0.5994183560635535,0,0
0,33398,0.0577947366445928,0.9422052633554072,0,0
0,164471,0.0328126743132076,0.9671873256867924,0,0
0,98936,0.008408946193684352,0.9915910538063156,0,0
0,338708,0.04938319630870949,0.9506168036912905,0,0
0,131708,0.2963227232412542,0.7036772767587458,0,0
0,343727,0.12597641254083494,0.8740235874591651,0,0
0,33410,0.36847822481136594,0.6315217751886341,0,0
0,643,0.0012025217649278348,0.9987974782350721,0,0
0,295557,0.0163152709807064,0.9836847290192936,0,0
0,262790,0.024468895455315626,0.9755311045446844,0,0
0,98951,0.04599979027641346,0.9540002097235866,0,0
0,98953,0.005280970686799895,0.9947190293132001,0,0
0,652,0.008258216667016942,0.991741783332983,0,0
0,66191,0.009967148090893531,0.9900328519091065,0,0
0,66194,0.00677242814301079,0.9932275718569892,0,0
0,328452,0.007140226351808561,0.9928597736481914,0,0
0,295577,0.4433615187328781,0.5566384812671219,0,0
0,66203,0.042817064376870675,0.9571829356231293,0,0
0,98974,0.0834650129985058,0.9165349870014942,0,0
0,197279,0.8693210399162219,0.1306789600837781,1,0
0,213104,0.06474456553512205,0.9352554344648779,0,0
0,258164,0.20058233565358954,0.7994176643464105,0,0
0,295588,0.5061128380406398,0.4938871619593602,0,1
0,98981,0.1132045458128037,0.8867954541871963,0,0
0,328358,0.18881208801956412,0.8111879119804359,0,0
0,328360,0.05568345301234753,0.9443165469876524,0,0
0,98985,0.008773359823452209,0.9912266401765478,0,0
0,682,0.008344193641501033,0.9916558063584989,0,0
0,685,0.0029889539929236005,0.9970110460070764,0,0
0,256797,0.6060262037577796,0.3939737962422204,0,0
0,131761,0.0025165042068678667,0.9974834957931321,0,0
0,98994,0.044112461127970924,0.955887538872029,0,0
0,328372,0.13149921431177378,0.8685007856882262,0,0
0,197303,0.17064037521342446,0.8293596247865755,0,0
0,131768,0.012317144409411935,0.9876828555905881,0,0
0,66233,0.051237022714391546,0.9487629772856084,0,0
0,328378,0.013013333948873114,0.9869866660511268,0,0
0,305951,0.9999847972089598,1.520279104016975e-05,1,1
0,164540,0.22942305054596196,0.770576949454038,0,0
0,131774,0.00255663880007546,0.9974433611999245,0,0
0,328383,0.9963483623168922,0.0036516376831078334,1,1
0,328385,0.0029244398489455914,0.9970755601510544,0,0
0,230086,0.14859200617365947,0.8514079938263406,0,0
0,66247,0.03990868368419806,0.9600913163158019,0,0
0,33491,0.4051653896549599,0.5948346103450401,0,0
0,234958,0.44963339033466204,0.5503666096653379,0,0
0,131798,0.016540971309320994,0.983459028690679,0,0
0,289572,0.013783884443543113,0.9862161155564569,0,0
0,338725,0.04734633865613338,0.9526536613438666,0,0
0,230117,0.009818509274917654,0.9901814907250823,0,0
0,202193,0.02503479506035204,0.974965204939648,0,0
0,66280,0.11757067363885931,0.8824293263611407,0,0
0,131817,0.992967677240873,0.007032322759127019,1,1
0,237891,0.0326153349945666,0.9673846650054334,0,0
0,99052,0.02127094597445304,0.978729054025547,0,0
0,71122,0.009267171430064898,0.990732828569935,0,0
0,327805,0.32855465605559564,0.6714453439444044,0,0
0,197364,0.9999058799019214,9.412009807863164e-05,1,1
0,328437,0.017257126783436296,0.9827428732165637,0,0
0,197366,0.999452742546016,0.0005472574539839847,1,1
0,338729,0.7407296194152696,0.2592703805847304,0,0
0,245944,0.024408675792864355,0.9755913242071357,0,0
0,131838,0.00048180390404163837,0.9995181960959584,0,0
0,66303,0.11532504984896264,0.8846749501510374,0,0
0,295680,0.003753738800303158,0.9962462611996968,0,0
0,328449,0.0027959361077620455,0.9972040638922379,0,0
0,230147,0.06642035996320628,0.9335796400367937,0,0
0,262916,0.001309167963496852,0.9986908320365031,0,0
0,328457,0.01135587044193849,0.9886441295580615,0,0
0,164618,0.02625040007016233,0.9737495999298377,0,0
0,197387,0.2393807129092272,0.7606192870907729,0,0
0,197388,0.026132155175430712,0.9738678448245693,0,0
0,131853,0.9086682530516575,0.09133174694834245,1,1
0,197390,0.028819383268785963,0.971180616731214,0,0
0,131855,0.004862275662492331,0.9951377243375077,0,0
0,131857,0.013347923011510963,0.986652076988489,0,0
0,131860,0.03505724740058,0.96494275259942,0,0
0,197397,0.1643274775171667,0.8356725224828333,0,0
0,333273,0.04019978516396713,0.9598002148360328,0,0
0,792,0.022906011800321365,0.9770939881996786,0,0
0,66331,0.016893743849612675,0.9831062561503874,0,0
0,230173,0.002954810609300058,0.9970451893907,0,0
0,295711,0.8246719008593056,0.17532809914069436,1,0
0,305969,0.037423916187513145,0.9625760838124868,0,0
0,66347,0.5594389613171479,0.4405610386828521,0,0
0,251357,0.04043384544486409,0.9595661545551359,0,0
0,66352,0.3316619545436284,0.6683380454563717,0,0
0,262961,0.02119064108332311,0.9788093589166769,0,0
0,295731,0.011911096035125553,0.9880889039648745,0,0
0,230198,0.32339627295154366,0.6766037270484564,0,0
0,826,0.00961007097667332,0.9903899290233267,0,0
0,262977,0.021184350382270536,0.9788156496177295,0,0
0,230210,0.44068993686714414,0.5593100631328558,0,1
0,333889,0.041117960828290855,0.9588820391717091,0,0
0,230214,0.02559403882155225,0.9744059611784478,0,0
0,230215,0.01683471153382642,0.9831652884661736,0,0
0,131914,0.03660907586382848,0.9633909241361716,0,0
0,262991,0.0716497670285593,0.9283502329714407,0,0
0,276084,0.7355943146351641,0.2644056853648359,0,1
0,99157,0.04103585229118413,0.9589641477088159,0,0
0,11065,0.07771372715525172,0.9222862728447483,0,0
0,33625,0.0058498749866738,0.9941501250133262,0,0
0,197473,0.05812826292845767,0.9418717370715424,0,0
0,66404,0.0017145578705691207,0.9982854421294309,0,0
0,228075,0.012195714159516117,0.9878042858404839,0,0
0,11068,0.05046077918331548,0.9495392208166845,0,0
0,33645,0.2265049273914253,0.7734950726085748,0,0
0,197490,0.9957872434339925,0.004212756566007503,1,1
0,328563,0.06895634050107959,0.9310436594989204,0,0
0,197492,0.2515700132794155,0.7484299867205845,0,0
0,328566,0.01839905015735819,0.9816009498426418,0,0
0,328567,0.015644750631407054,0.984355249368593,0,0
0,164728,0.9999967973769347,3.202623065301502e-06,1,1
0,197501,0.07101281015668642,0.9289871898433135,0,0
0,225650,0.051971309912497946,0.948028690087502,0,0
0,230271,0.8810561690454601,0.11894383095453986,1,1
0,33665,0.11071295455444302,0.889287045445557,0,0
0,99202,0.04207613837894655,0.9579238616210535,0,0
0,164740,0.9996583280279208,0.0003416719720792383,1,1
0,66437,0.2531681686907269,0.7468318313092731,0,0
0,160426,0.9986067757614007,0.0013932242385993332,1,1
0,66447,0.013168533331099512,0.9868314666689005,0,0
0,33684,0.5120480023337259,0.48795199766627406,0,0
0,263068,0.006197739918912644,0.9938022600810874,0,0
0,296818,0.06261656306922081,0.9373834369307792,0,0
0,338757,0.0027224015385218002,0.9972775984614782,0,0
0,132003,0.03268576576540494,0.9673142342345951,0,0
0,66470,0.017671934562981332,0.9823280654370187,0,0
0,99239,0.4981646184901336,0.5018353815098664,0,1
0,262300,0.15820590702613724,0.8417940929738628,0,0
0,132012,0.037887584417984885,0.9621124155820151,0,0
0,132013,0.02884516316483314,0.9711548368351669,0,0
0,132014,0.029449765545918737,0.9705502344540813,0,0
0,132016,0.02279132544652965,0.9772086745534704,0,0
0,132018,0.05823046243811169,0.9417695375618883,0,0
0,263092,0.024940486627336618,0.9750595133726634,0,0
0,949,0.03640399932667463,0.9635960006733254,0,0
0,132027,0.847447069591769,0.15255293040823104,1,0
0,313186,0.05716790784477012,0.9428320921552299,0,0
0,164799,0.05575515472981384,0.9442448452701862,0,0
0,99264,0.005991978712893237,0.9940080212871067,0,0
0,99265,0.03580084507730884,0.9641991549226911,0,0
0,230340,0.00589259649642281,0.9941074035035772,0,0
0,966,0.07963163302050098,0.920368366979499,0,0
0,66503,0.4151488534351097,0.5848511465648902,0,0
0,197576,0.9641606303730235,0.035839369626976536,1,0
0,969,0.7374904764690807,0.2625095235309193,0,0
0,317551,0.003050154329189937,0.99694984567081,0,0
0,972,0.048128745788903374,0.9518712542110966,0,0
0,327842,0.012675550669389217,0.9873244493306108,0,0
0,185849,0.02906385658636451,0.9709361434136354,0,0
0,180388,0.6627795519151499,0.3372204480848501,0,1
0,33755,0.03489089465253457,0.9651091053474654,0,0
0,328669,0.030350490246996122,0.9696495097530039,0,0
0,66526,0.014304722393519712,0.9856952776064802,0,0
0,66528,0.03319271717789716,0.9668072828221028,0,0
0,306000,0.16158665074788972,0.8384133492521103,0,0
0,99300,0.13866066202262103,0.8613393379773789,0,0
0,318643,0.19008827763634437,0.8099117223636556,0,0
0,999,0.023246048154543175,0.9767539518454569,0,0
0,33769,0.13214674843331214,0.8678532515666879,0,0
0,245927,0.010733394356592386,0.9892666056434076,0,0
0,230386,0.04471224982837527,0.9552877501716247,0,0
0,132083,0.9971755958884337,0.002824404111566259,1,1
0,164856,0.00498960677413333,0.9950103932258667,0,0
0,273237,0.05162864545355763,0.9483713545464424,0,0
0,164866,0.03401171610947345,0.9659882838905266,0,0
0,66567,0.01298994341898122,0.9870100565810188,0,0
0,33804,0.37483138352893935,0.6251686164710606,0,0
0,38402,0.9961087815726004,0.00389121842739959,1,1
0,330617,0.014899473373324172,0.9851005266266758,0,0
0,132111,0.06938358599452103,0.930616414005479,0,0
0,230417,0.02920191226315303,0.970798087736847,0,0
0,280455,0.005131258459623684,0.9948687415403763,0,0
0,132118,0.04460015264185116,0.9553998473581489,0,0
0,66583,0.02381978547275364,0.9761802145272463,0,0
0,213167,0.039725176605303184,0.9602748233946968,0,0
0,263198,0.0990589570464375,0.9009410429535625,0,0
0,306011,0.08627704808488461,0.9137229519151154,0,0
0,327857,0.02286398293830297,0.9771360170616971,0,0
0,263213,0.02201410613837375,0.9779858938616263,0,0
0,99374,0.30324886417135777,0.6967511358286422,0,1
0,328753,0.883264512674244,0.116735487325756,1,1
0,38409,0.5553745923281432,0.44462540767185676,0,0
0,66616,0.0026770256264810684,0.9973229743735189,0,0
0,263228,0.013087991321683952,0.9869120086783161,0,0
0,318646,0.8255416868716351,0.1744583131283649,1,1
0,99396,0.13787572911225773,0.8621242708877422,0,0
0,278710,0.09042905456889505,0.909570945431105,0,0
0,132167,0.06467482225230863,0.9353251777476914,0,0
0,99401,0.1674884444692431,0.832511555530757,0,0
0,336073,0.1477649987249668,0.8522350012750333,0,0
0,296013,0.5139566348380065,0.48604336516199353,0,0
0,344802,0.27247577877534346,0.7275242212246565,0,0
0,132175,0.008707696528557268,0.9912923034714427,0,0
0,99409,0.6235634131371458,0.3764365868628542,0,0
0,66642,0.013246716297973119,0.9867532837020269,0,0
0,263253,0.06796557144488762,0.9320344285551124,0,0
0,132186,0.05911221265659247,0.9408877873434075,0,0
0,263261,0.01091981314229599,0.989080186857704,0,0
0,132194,0.007165518486422919,0.9928344815135771,0,0
0,240486,0.06520475686994688,0.9347952431300531,0,0
0,33894,0.6917340238479879,0.3082659761520121,0,0
0,66666,0.06635259695815089,0.9336474030418491,0,0
0,33899,0.9982790901015716,0.0017209098984284354,1,1
0,66671,0.016242662425119042,0.9837573375748809,0,0
0,33904,0.04110394589386987,0.9588960541061301,0,0
0,289640,0.008754993471830329,0.9912450065281697,0,0
0,164978,0.010274763055626837,0.9897252369443732,0,0
0,263287,0.6755124197953845,0.32448758020461554,0,0
0,296057,0.9983611390061553,0.001638860993844693,1,1
0,328826,0.09768559703927966,0.9023144029607203,0,0
0,333143,0.008847292799534178,0.9911527072004658,0,0
0,99452,0.9997558260987136,0.00024417390128639305,1,1
0,296062,0.24779270304242612,0.7522072969575739,0,0
0,197766,0.11756834263588142,0.8824316573641185,0,0
0,316215,0.01172432337418543,0.9882756766258146,0,0
0,263307,0.0028467434227994275,0.9971532565772006,0,0
0,197772,0.027719390116118157,0.9722806098838819,0,0
0,197774,0.11502735151576163,0.8849726484842384,0,0
0,328847,0.007883630492353483,0.9921163695076465,0,0
0,328848,0.005886620379867642,0.9941133796201324,0,0
0,197777,0.36854501793351185,0.6314549820664881,0,0
0,263315,0.011126861186549625,0.9888731388134504,0,0
0,66710,0.0030647341626889855,0.9969352658373111,0,0
0,267801,0.05724564426081804,0.942754355739182,0,0
0,296088,0.3873414704847505,0.6126585295152496,0,0
0,296090,0.002237912255044728,0.9977620877449552,0,0
0,66716,0.19253913783003657,0.8074608621699635,0,0
0,292462,0.9741738979309222,0.02582610206907776,1,1
0,296094,0.00443251199637494,0.995567488003625,0,0
0,230559,0.005165049097158828,0.9948349509028411,0,0
0,296096,0.029684656828960182,0.9703153431710398,0,0
0,132257,0.22201556977530978,0.7779844302246902,0,0
0,197794,0.08957568778071281,0.9104243122192872,0,0
0,296100,0.06550510123369407,0.934494898766306,0,0
0,197800,0.3674938989217358,0.6325061010782642,0,0
0,331921,0.18116785066064475,0.8188321493393552,0,0
0,207730,0.11463543321234732,0.8853645667876526,0,0
0,230575,0.0027872841105080607,0.9972127158894919,0,0
0,263344,0.005846113972513231,0.9941538860274868,0,0
0,165041,0.07541615019483149,0.9245838498051685,0,0
0,224115,0.8339245563407316,0.1660754436592684,1,1
0,99509,0.028550284399391546,0.9714497156006084,0,0
0,335017,0.20610043983395784,0.7938995601660421,0,0
0,230593,0.034203668969551605,0.9657963310304484,0,0
0,66755,0.0034030298504100507,0.9965969701495899,0,0
0,347020,0.2297888216020368,0.7702111783979632,0,0
0,132300,0.012295884700295833,0.9877041152997041,0,0
0,197838,0.025164395434548053,0.9748356045654519,0,0
0,294646,0.025197897099347562,0.9748021029006524,0,0
0,316963,0.03879265220312984,0.9612073477968701,0,0
0,197847,0.9992676296405502,0.000732370359449841,1,1
0,197848,0.9737150560833038,0.026284943916696224,1,1
